Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
1326,Let's Dance Let's Go,447.0,Vertigo KO ,2020,Phew,Electronic,"Abstract, Ambient, Experimental",15884210,Japan,discogs,"6 ContributorsLet You Go Lyrics[Verse 1]
I can't be the only who takes you home
Oh, you've been out with everyone, you can't sleep alone

[Pre-Chorus]
I'ma do the same thing that you been doing
I'ma do the same thing that you been doing
I'ma do the same, see how you do it
I'ma do the same thing

[Chorus]
I was thinking you were leaving
Every weekend so deceiving
On an island, I decided
To let you go

[Buildup]
To let you go

[Drop]
To let you go
To let you go
To let you go
To let you go
Let you, let you go
Let you, let you go
Let you, let you go
Let you, let you go


[Verse 2]
It feels like you're somewhere else when
I hold you close, no
You've been out doing the most when
I need you most, yeah

[Pre-Chorus]
I'ma do the same thing that you been doing
I'ma do the same thing that you been doing
You can call it love but I see right through it
Two can play the same game

[Chorus]
I was thinking you were leaving
Every weekend so deceiving
On an island, I decided
To let you go

[Drop]
To let you go
To let you go
To let you go
To let you go
Let you, let you go
Let you, let you go
Let you, let you go
Let you, let you go


[Outro]
I can't be the only who takes you home",en,"I can't be the only who takes you home Oh, you've been out with everyone, you can't sleep alone I'ma do the same thing that you been doing I'ma do the same thing that you been doing I'ma do the same, see how you do it I'ma do the same thing I was thinking you were leaving Every weekend so deceiving On an island, I decided To let you go To let you go To let you go To let you go To let you go To let you go Let you, let you go Let you, let you go Let you, let you go Let you, let you go It feels like you're somewhere else when I hold you close, no You've been out doing the most when I need you most, yeah I'ma do the same thing that you been doing I'ma do the same thing that you been doing You can call it love but I see right through it Two can play the same game I was thinking you were leaving Every weekend so deceiving On an island, I decided To let you go To let you go To let you go To let you go To let you go Let you, let you go Let you, let you go Let you, let you go Let you, let you go I can't be the only who takes you home",-0.5750409960746765,2020.0,,
1327,Cheers,1748.0,Vertigo KO ,2020,Phew,Electronic,"Abstract, Ambient, Experimental",15884210,Japan,discogs,"2 ContributorsPhenomeno LyricsJump
Hey, DJ, press play
Jump, jump
Jump, jump
Jump, jump

These the beats, my saxophone and drums
I'm gonna make you, make you bounce
Please be by this weed, no stress
That beat is mine is gonna make you dance

Yeah, it is unstoppable
Incredible, we're gonna rock, rock around town
Inevitable, indestructible
Ey, I'm the best, we can get you down
I go down

Phenomenal, there's a bump on the floor
Jump, jump
I'm here to combine the rhythm we ride
You are the star on shine
Phenomenal, a bump on the floor
Club DJ flashes lights before them speakers right now

Jump, jump
Jump, jump
Jump, jump
Jump, jump


Tell me what you feel and if you like this
Tonight we're gonna make a bit of history
What's up and now it's now we don't stop
We is so phenomenal, it's not a fantasy

It's all about you, it's all about me
It's all about us and now we're great to be
We got the key, the door is unlocked
The party begin and we won't stop

Phenomenal, there's a bump on the floor
Jump, jump
I'm here to combine the rhythm we ride
You are the star on shine
Phenomenal, a bump on the floor
Club DJ flashes lights before them speakers right now

Everybody
Clap, clap, clap your hands
I go down

Jump, jump
Jump, jump
Jump, jump
I'm the best, we can get you down


Phenomenal, a bump on the floor
Club DJ flashes lights before them speakers rïght now

Jump, jump
Jump, jump
Jump, jump
Jump, jump",en,"Jump Hey, DJ, press play Jump, jump Jump, jump Jump, jump These the beats, my saxophone and drums I'm gonna make you, make you bounce Please be by this weed, no stress That beat is mine is gonna make you dance Yeah, it is unstoppable Incredible, we're gonna rock, rock around town Inevitable, indestructible Ey, I'm the best, we can get you down I go down Phenomenal, there's a bump on the floor Jump, jump I'm here to combine the rhythm we ride You are the star on shine Phenomenal, a bump on the floor Club DJ flashes lights before them speakers right now Jump, jump Jump, jump Jump, jump Jump, jump Tell me what you feel and if you like this Tonight we're gonna make a bit of history What's up and now it's now we don't stop We is so phenomenal, it's not a fantasy It's all about you, it's all about me It's all about us and now we're great to be We got the key, the door is unlocked The party begin and we won't stop Phenomenal, there's a bump on the floor Jump, jump I'm here to combine the rhythm we ride You are the star on shine Phenomenal, a bump on the floor Club DJ flashes lights before them speakers right now Everybody Clap, clap, clap your hands I go down Jump, jump Jump, jump Jump, jump I'm the best, we can get you down Phenomenal, a bump on the floor Club DJ flashes lights before them speakers rïght now Jump, jump Jump, jump Jump, jump Jump, jump",0.9995470643043518,2020.0,,
1328,Drone,677.0,Vertigo KO ,2020,Phew,Electronic,"Abstract, Ambient, Experimental",15884210,Japan,discogs,"1 ContributorThe Dumbest Thing I Ever Done Lyrics[Verse 1]
I wish I coulda balled in the pandy
I only sold ‘cause I need the money
I miss my West Coast offense and my strong D
Cost of living got the best of me

[Refrain]
Never been much for saving up

[Chorus]
Really hope that guy sells me my PlayStation back
I’ll sell some other shit and I’ll get paid
I’m gonna get back into vidja games

[Chorus]
I really hope that guy sells me my PlayStation back
Tell him he should get the newer one
And it’s the dumbest thing I ever done

[Verse 2]
Get the cash and meet him in the lobby
Bring it home
Hook it up to the TV
I keep calling
He won’t answer me
I died of consumption in the final scene


[Refrain]
Never been much for saving up

[Chorus]
Really hope that guy sells me my PlayStation back
I’ll sell some other shit and I’ll get paid
I’m gonna get back into vidja games

[Chorus]
I really hope that guy sells me my PlayStation back
Tell him he should get the newer one
And it’s the dumbest thing I ever done

[Bridge]
What can I do
I’ve got nowhere to escape to
It’s all too true
What can I do

[Chorus]
Really hope that guy sells me my PlayStation back
I’ll sell some other shit and I’ll get paid
I’m gonna get back into vidja games

[Outro]
I really hope that guy sells me my PlayStation back
Tell him he should get the newer one
And it’s the dumbest thing I ever done
I don’t wanna go outside and play
Maybe I don’t need it anyway",en,I wish I coulda balled in the pandy I only sold ‘cause I need the money I miss my West Coast offense and my strong D Cost of living got the best of me Never been much for saving up Really hope that guy sells me my PlayStation back I’ll sell some other shit and I’ll get paid I’m gonna get back into vidja games I really hope that guy sells me my PlayStation back Tell him he should get the newer one And it’s the dumbest thing I ever done Get the cash and meet him in the lobby Bring it home Hook it up to the TV I keep calling He won’t answer me I died of consumption in the final scene Never been much for saving up Really hope that guy sells me my PlayStation back I’ll sell some other shit and I’ll get paid I’m gonna get back into vidja games I really hope that guy sells me my PlayStation back Tell him he should get the newer one And it’s the dumbest thing I ever done What can I do I’ve got nowhere to escape to It’s all too true What can I do Really hope that guy sells me my PlayStation back I’ll sell some other shit and I’ll get paid I’m gonna get back into vidja games I really hope that guy sells me my PlayStation back Tell him he should get the newer one And it’s the dumbest thing I ever done I don’t wanna go outside and play Maybe I don’t need it anyway,-0.9995900988578796,2020.0,,
1329,Part I,193.0,Checkin' Up On Curly Vince,2020,Adum Brate,"Electronic, Folk, World, & Country","Sea Shanties, Dungeon Synth",17370250,US,discogs,"9 ContributorsI’m Sick Lyrics[Chorus: Adam Kane]
I know I’m sick
I don’t need a vax card
Haters on my dick (Yah)
They know I keep them stacks large
I don’t need a watch (No)
I know it’s time to get it (Let’s go!)
I’m focused on this guap
Have to call you in a minute (Hol’ up)
Put these bitches on hold
Pockets all swole
All expensive clothes
From the hat to the soles (Yessir!)
Lighten up your back (Pow!)
36 holes (Pow!)
Now I’m gone off with the pack
Then we skrrt off in the roads (Skrrt!)

[Verse 1: Adam Kane]
Scottie Pippin, all I do is dunk (Swish!)
Maggie Simpson, all she do is suck
Skype the plug (Hello?)
I said I need some dank (Now!)
So many colors in this cup
They look like Lisa Frank (Bow!)
Fuck, school, I feel like Pepper Ann
Fuck, you, boy, I can’t shake your hand
Broke, lame, that be you as fuck
Took some horse medications
Now I’m booted up
All my racks on computers
Lemme boot ‘em up
Took my [?]
Bet they [?]
Back strokin’ through these ducklets going Scrooge McDucks
I can’t fuck with Charlie Buckets
‘Cuz they broke as fuck
Whole gang some on ice
Like the The Mighty Ducks
Lemme try and put it nice
Bro, you fucking suck
Smoke an ounce, make it bounce
Like she playin’ Tennis (Tennis)
Fuck your party, it ain’t poppin less’ I’m fuckin’ in it (Facts!)


[Chorus: Adam Kane]
I know I’m sick (Achoo!)
I don’t need a vax card
Haters on my dick (Yah)
They know I keep them stacks large
I don’t need a watch (Woah)
I know it’s time to get it (Okay)
I’m focused on this guap (Yah)
Have to call you in a minute (Let’s go!)
Put these bitches on hold (Wait)
Pockets all swole
All expensive clothes
From the hat to the soles (Okay)
Lighten up your back (Pow!)
36 holes (Pow!)
Now I’m gone off with the pack
Then we skrrt of in the roads (Skrrt!)

[Verse 2: Matt Watson]
Hair slick, sick fit
She call me Chairman Mao (Woah!)
Your GF saw the duffel
Now she sayin, “Matthew, wow!”
Stacking all my chips
Now they tall, like a Paramount (Cha-Ching!)
Too much guapamole in my motherfucking bank account (Ohhh!)
Twisting the brown paper bag around my Twisted tea
McDonald’s drive thru
93 Lamborghi’ (Skrrt, skrrt!)
Popping my vitamins with the dextroamphetamine
I don’t sip no lean, but I pull up to the scene like skrrt!
My besties they be the bestest
I’m blowing up the tab
And bouncing straight out the exit (Whoops!)
I’m digging in the yard and garden and growing lettuce (Green)
Bitch, I ain’t goin’ to your house it’s got asbestos
(Yo, for real?)
Yeah
Move your feet, you’ll lose your seat (Ay, ay)
Bitch, you better not be talking to me! (Ay, ay)
Pairing Dom Péringnon food I eat! (Ay, ay)
I don’t want to hear it, nah (Ay, ay)
I don’t wanna to see (Ay, ay)
Zip, zap, zop, when I’m on my beat
Drip, drip, drop [?] white jet ski (Ay, ay!)
Sick rap song with a psycho beat (Ay, ay!)
We back and we vax and we back in heat! (Woo!)


[Chorus: Adam Kane & Matt Watson]
I know I’m sick
I don’t need a vax card
Haters on my dick
They know I keep them stacks large
I don’t need a watch
I know it’s time to get it
I’m focused on this guap
Have to call you in a minute (Brring!)
Put these bitches on hold (Click!)
Pockets all swole
All expensive clothes
From the hat to the soles (Straight up)
Lighten up your back, 36 holes
Now I’m gone off with the pack
Then we skrrt off in the roads

[Verse 3: Adam Kane]
Cat, cat
This cat got me cocky
Feel like Rocky on the steps
No, they cannot stop me
Sippin’ drank up on the lawn, no it’s not some [?]
Smoking Bomb with your mom out in Nagasaki
Hit the 12 o’clock position on the [?]
In this life my only mission is to get it poppin’
Martha Stewart hit my line and she said “When you droppin’?”
I said, “Baby, give me time”
And then back to shopping
I don’t know what failure is ‘cuz it’s just not an option
Chopping up the [?] like I’m Eric Carston
[?] my car cuz I don’t mind what it’s really costing
Dentist hit my line and said I grind and I’m over flossin’
I just went online and had to copped some rain gear
Shawty said I’m wildin’, doesn’t even rain here!
Blowing bread, nose red like a reindeer
I went being from broke to being rich up in the same year (Achoo!)",en,"I know I’m sick I don’t need a vax card Haters on my dick (Yah) They know I keep them stacks large I don’t need a watch (No) I know it’s time to get it (Let’s go!) I’m focused on this guap Have to call you in a minute (Hol’ up) Put these bitches on hold Pockets all swole All expensive clothes From the hat to the soles (Yessir!) Lighten up your back (Pow!) 36 holes (Pow!) Now I’m gone off with the pack Then we skrrt off in the roads (Skrrt!) Scottie Pippin, all I do is dunk (Swish!) Maggie Simpson, all she do is suck Skype the plug (Hello?) I said I need some dank (Now!) So many colors in this cup They look like Lisa Frank (Bow!) Fuck, school, I feel like Pepper Ann Fuck, you, boy, I can’t shake your hand Broke, lame, that be you as fuck Took some horse medications Now I’m booted up All my racks on computers Lemme boot ‘em up Took my Bet they Back strokin’ through these ducklets going Scrooge McDucks I can’t fuck with Charlie Buckets ‘Cuz they broke as fuck Whole gang some on ice Like the The Mighty Ducks Lemme try and put it nice Bro, you fucking suck Smoke an ounce, make it bounce Like she playin’ Tennis (Tennis) Fuck your party, it ain’t poppin less’ I’m fuckin’ in it (Facts!) I know I’m sick (Achoo!) I don’t need a vax card Haters on my dick (Yah) They know I keep them stacks large I don’t need a watch (Woah) I know it’s time to get it (Okay) I’m focused on this guap (Yah) Have to call you in a minute (Let’s go!) Put these bitches on hold (Wait) Pockets all swole All expensive clothes From the hat to the soles (Okay) Lighten up your back (Pow!) 36 holes (Pow!) Now I’m gone off with the pack Then we skrrt of in the roads (Skrrt!) Hair slick, sick fit She call me Chairman Mao (Woah!) Your GF saw the duffel Now she sayin, “Matthew, wow!” Stacking all my chips Now they tall, like a Paramount (Cha-Ching!) Too much guapamole in my motherfucking bank account (Ohhh!) Twisting the brown paper bag around my Twisted tea McDonald’s drive thru 93 Lamborghi’ (Skrrt, skrrt!) Popping my vitamins with the dextroamphetamine I don’t sip no lean, but I pull up to the scene like skrrt! My besties they be the bestest I’m blowing up the tab And bouncing straight out the exit (Whoops!) I’m digging in the yard and garden and growing lettuce (Green) Bitch, I ain’t goin’ to your house it’s got asbestos (Yo, for real?) Yeah Move your feet, you’ll lose your seat (Ay, ay) Bitch, you better not be talking to me! (Ay, ay) Pairing Dom Péringnon food I eat! (Ay, ay) I don’t want to hear it, nah (Ay, ay) I don’t wanna to see (Ay, ay) Zip, zap, zop, when I’m on my beat Drip, drip, drop white jet ski (Ay, ay!) Sick rap song with a psycho beat (Ay, ay!) We back and we vax and we back in heat! (Woo!) I know I’m sick I don’t need a vax card Haters on my dick They know I keep them stacks large I don’t need a watch I know it’s time to get it I’m focused on this guap Have to call you in a minute (Brring!) Put these bitches on hold (Click!) Pockets all swole All expensive clothes From the hat to the soles (Straight up) Lighten up your back, 36 holes Now I’m gone off with the pack Then we skrrt off in the roads Cat, cat This cat got me cocky Feel like Rocky on the steps No, they cannot stop me Sippin’ drank up on the lawn, no it’s not some Smoking Bomb with your mom out in Nagasaki Hit the 12 o’clock position on the In this life my only mission is to get it poppin’ Martha Stewart hit my line and she said “When you droppin’?” I said, “Baby, give me time” And then back to shopping I don’t know what failure is ‘cuz it’s just not an option Chopping up the like I’m Eric Carston my car cuz I don’t mind what it’s really costing Dentist hit my line and said I grind and I’m over flossin’ I just went online and had to copped some rain gear Shawty said I’m wildin’, doesn’t even rain here! Blowing bread, nose red like a reindeer I went being from broke to being rich up in the same year (Achoo!)",-0.9982806444168092,2020.0,,
1330,Part III,111.0,Checkin' Up On Curly Vince,2020,Adum Brate,"Electronic, Folk, World, & Country","Sea Shanties, Dungeon Synth",17370250,US,discogs,"6 ContributorsA Great Day in Hip-Hop LyricsOne momunmental day in September of 1998 lead to one of the most legendary photos in hip-hop history. Taken by Gordon Parks for XXL Magazine, the photo entitled “A Great Day in Hip-Hop” depicts an… Read More ",en,"One momunmental day in September of 1998 lead to one of the most legendary photos in hip-hop history. Taken by Gordon Parks for XXL Magazine, the photo entitled “A Great Day in Hip-Hop” depicts an… Read More",0.9991338849067688,2020.0,,
1331,Moon Over Berlin ,,Unbreakable,2020,Mad Sin,Rock,Psychobilly,15913454,Europe,discogs,"2 ContributorsMoon Over Berlin LyricsAll the children of Stalin
And all the orphans of war
Are dancing on ruins
Adolfs Reich got bombed to the core
Uncle Sam’s religion, shoot your television
Coca-Cola spys and Pussy Galore
On the Island of Rebels, a wall is attached
And it needs to be smashed
Rockin’ in the streets, let ‘em feel the heat
We thought it’s never gonna stop, never gonna stop

[Chorus]
1961, prisoner in the east
1969, rumble in the west
Bloodshades and sin, the moon over Berlin

Do you remember whеn you thought you were finally free?
Revolutionariеs soul got kicked back into reality
Daddy’s work is unpaid the riot is on today
The battlecry tagged to the wall
Clenched fist in my pocket, hear the alleycat kings roar
We’re rockin’ in the streets, let em feel the heat
We thought it’s never gonna stop
Never gonna stop, never gonna stop

[Chorus]
1981, rumble in the west
1989, rumble in the east
Holy smoke and sin
The moon over Berlin
1985, rumble in the west
1989, rumble in the east
Have another drink to the moon of Berlin


[Chorus]
1981, rumble in the west
1984, prisoner in the east
Howlin’ and sing, to the moon of Berlin
1985, rumble in the west
1989, rumble in the east
Till the day I die, I got you under my skin
The moon over Berlin",en,"1961, prisoner in the east 1969, rumble in the west Bloodshades and sin, the moon over Berlin Do you remember whеn you thought you were finally free? Revolutionariеs soul got kicked back into reality Daddy’s work is unpaid the riot is on today The battlecry tagged to the wall Clenched fist in my pocket, hear the alleycat kings roar We’re rockin’ in the streets, let em feel the heat We thought it’s never gonna stop Never gonna stop, never gonna stop 1981, rumble in the west 1989, rumble in the east Holy smoke and sin The moon over Berlin 1985, rumble in the west 1989, rumble in the east Have another drink to the moon of Berlin 1981, rumble in the west 1984, prisoner in the east Howlin’ and sing, to the moon of Berlin 1985, rumble in the west 1989, rumble in the east Till the day I die, I got you under my skin The moon over Berlin",-0.9677908420562744,2020.0,,
1332,All My Friends ,,Unbreakable,2020,Mad Sin,Rock,Psychobilly,15913454,Europe,discogs,"9 ContributorsCarmen Winstead Lyrics[Intro]
Hi my name is Carmen Winstead
[Verse: Carmen Winstead]
I'm 17 years old
I am very similar to you
Did I mention to you that I'm dead?
A few years ago a group of girls pushed me down a sewer hole to try and embarrass me
When I didn't come back up the police came
The girl said that I had fell and everyone believed them
The police found my body in the sewer
I had a broken neck and my face was torn off
Send this message to 15 peoplе after you listened thе whole message if you value your life
A boy called David received this message
He just left and deleted it
When he was in the shower he heard laughing
My laughter. He got really scared and rushed to his phone to repost this message but he was too late
The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back'
No one has found his body yet because he is with me
A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required
I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger
Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's
Your time starts now
The story is true you can research it on Google",en,"Hi my name is Carmen Winstead I'm 17 years old I am very similar to you Did I mention to you that I'm dead? A few years ago a group of girls pushed me down a sewer hole to try and embarrass me When I didn't come back up the police came The girl said that I had fell and everyone believed them The police found my body in the sewer I had a broken neck and my face was torn off Send this message to 15 peoplе after you listened thе whole message if you value your life A boy called David received this message He just left and deleted it When he was in the shower he heard laughing My laughter. He got really scared and rushed to his phone to repost this message but he was too late The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back' No one has found his body yet because he is with me A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's Your time starts now The story is true you can research it on Google",-0.9891151189804076,2020.0,,
1333,Moon Over Berlin ,,Unbreakable,2020,Mad Sin,Rock,Psychobilly,15913454,Europe,discogs,"2 ContributorsMoon Over Berlin LyricsAll the children of Stalin
And all the orphans of war
Are dancing on ruins
Adolfs Reich got bombed to the core
Uncle Sam’s religion, shoot your television
Coca-Cola spys and Pussy Galore
On the Island of Rebels, a wall is attached
And it needs to be smashed
Rockin’ in the streets, let ‘em feel the heat
We thought it’s never gonna stop, never gonna stop

[Chorus]
1961, prisoner in the east
1969, rumble in the west
Bloodshades and sin, the moon over Berlin

Do you remember whеn you thought you were finally free?
Revolutionariеs soul got kicked back into reality
Daddy’s work is unpaid the riot is on today
The battlecry tagged to the wall
Clenched fist in my pocket, hear the alleycat kings roar
We’re rockin’ in the streets, let em feel the heat
We thought it’s never gonna stop
Never gonna stop, never gonna stop

[Chorus]
1981, rumble in the west
1989, rumble in the east
Holy smoke and sin
The moon over Berlin
1985, rumble in the west
1989, rumble in the east
Have another drink to the moon of Berlin


[Chorus]
1981, rumble in the west
1984, prisoner in the east
Howlin’ and sing, to the moon of Berlin
1985, rumble in the west
1989, rumble in the east
Till the day I die, I got you under my skin
The moon over Berlin",en,"1961, prisoner in the east 1969, rumble in the west Bloodshades and sin, the moon over Berlin Do you remember whеn you thought you were finally free? Revolutionariеs soul got kicked back into reality Daddy’s work is unpaid the riot is on today The battlecry tagged to the wall Clenched fist in my pocket, hear the alleycat kings roar We’re rockin’ in the streets, let em feel the heat We thought it’s never gonna stop Never gonna stop, never gonna stop 1981, rumble in the west 1989, rumble in the east Holy smoke and sin The moon over Berlin 1985, rumble in the west 1989, rumble in the east Have another drink to the moon of Berlin 1981, rumble in the west 1984, prisoner in the east Howlin’ and sing, to the moon of Berlin 1985, rumble in the west 1989, rumble in the east Till the day I die, I got you under my skin The moon over Berlin",-0.9677908420562744,2020.0,,
1334,All My Friends ,,Unbreakable,2020,Mad Sin,Rock,Psychobilly,15913454,Europe,discogs,"9 ContributorsCarmen Winstead Lyrics[Intro]
Hi my name is Carmen Winstead
[Verse: Carmen Winstead]
I'm 17 years old
I am very similar to you
Did I mention to you that I'm dead?
A few years ago a group of girls pushed me down a sewer hole to try and embarrass me
When I didn't come back up the police came
The girl said that I had fell and everyone believed them
The police found my body in the sewer
I had a broken neck and my face was torn off
Send this message to 15 peoplе after you listened thе whole message if you value your life
A boy called David received this message
He just left and deleted it
When he was in the shower he heard laughing
My laughter. He got really scared and rushed to his phone to repost this message but he was too late
The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back'
No one has found his body yet because he is with me
A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required
I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger
Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's
Your time starts now
The story is true you can research it on Google",en,"Hi my name is Carmen Winstead I'm 17 years old I am very similar to you Did I mention to you that I'm dead? A few years ago a group of girls pushed me down a sewer hole to try and embarrass me When I didn't come back up the police came The girl said that I had fell and everyone believed them The police found my body in the sewer I had a broken neck and my face was torn off Send this message to 15 peoplе after you listened thе whole message if you value your life A boy called David received this message He just left and deleted it When he was in the shower he heard laughing My laughter. He got really scared and rushed to his phone to repost this message but he was too late The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back' No one has found his body yet because he is with me A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's Your time starts now The story is true you can research it on Google",-0.9891151189804076,2020.0,,
1335,Mystery,,The Ballad Of The Hammer And The Nail,2020,Bladed,"Rock, Pop",Indie Rock,15932286,Norway,discogs,"54 ContributorsPuppet Master Lyrics“Puppet Master” is the penultimate track off Swedish rapper Bladee’s Red Light album.

The track takes the shape of a melodic beat produced by Whitearmor, and is perhaps the most emotional song of all from… Read More [Intro]
ども、ハトムギです
I wanted to be real, wanted to be real

[Verse]
I'm the winner but I feel like a victim
Graduated from the situation, found a solution
Smoking on the pollution, all black suit
Black gloves on, just like a hitman
Trash Star Boys and we sleep in a coffin
Wake up, drinking coffee
I get to it often, might get to it this morning
Prada boots on, look like some Jordans
I'm playing, I'm scoring
DG, Nike, they supporting
Just do it, blade on me, I'm swording
I'm veiled when I'm wielding
Knife in my heart but, man, fuck how I'm feeling
Can't look at me, you're dreaming
Can't even see me when you are sleeping
Black Volvo, we're creeping

[Chorus]
I had ups and downs but it's falling into place
Like the love from God when you look me in my face
I had dreams of life that were lost in empty space
I had almost drowned if I didn't fuck with that drain
I had four, five strikes, at the sixth I lost my wings
I'm the puppeteer, put my puppets into play


[Outro]
Wanted to be real, wanted to be real
Wanted to be real",en,"ども、ハトムギです I wanted to be real, wanted to be real I'm the winner but I feel like a victim Graduated from the situation, found a solution Smoking on the pollution, all black suit Black gloves on, just like a hitman Trash Star Boys and we sleep in a coffin Wake up, drinking coffee I get to it often, might get to it this morning Prada boots on, look like some Jordans I'm playing, I'm scoring DG, Nike, they supporting Just do it, blade on me, I'm swording I'm veiled when I'm wielding Knife in my heart but, man, fuck how I'm feeling Can't look at me, you're dreaming Can't even see me when you are sleeping Black Volvo, we're creeping I had ups and downs but it's falling into place Like the love from God when you look me in my face I had dreams of life that were lost in empty space I had almost drowned if I didn't fuck with that drain I had four, five strikes, at the sixth I lost my wings I'm the puppeteer, put my puppets into play Wanted to be real, wanted to be real Wanted to be real",-0.9881023168563844,2020.0,,
1336,Reality Got Me,,The Ballad Of The Hammer And The Nail,2020,Bladed,"Rock, Pop",Indie Rock,15932286,Norway,discogs,"1 ContributorYou Really Got Me LyricsDo you really got me?

Boy, you really got me now
You got me so I don't know what I'm doing
Girl, you really got me going
You got me so I can't sleep at night

Oh yeah, you really got me now
You got me so I don't know what I'm doing now
(Oh yeah) you really got me now
You got me so I can't sleep at night

(You really got me) Yeah
(You really got me) Really got me, yeah
(You really got me) Really got me
(You really got me) Oh yeah
You do (Really got me)

Please, don't ever set me free (Wait)
I only wanna be by your side
(You really got me)
You, you, you, you, you really got me now
You got me so I can't sleep at night
(You really got me)

Oh yeah, you really got me now
You got me so I don't know what I'm doing
What I'm doing!
(Yeah) Yeah, you really got me now
You got me so I can't sleep at night


(You really got me) Oh
(You really got me) Really got me, yeah
(You really got me) Really got me
(You really got me) Really got me
Yeah, yeah, yeah, yeah !
(You really got me, you really got me)
(You really got me)
(You really got me)

You do (Really got me)
Boy (Really got me)
Do ya, do-do ya, do you?

(Oh yeah) you really got me now
You got me so I can't sleep at night

(You really got me) Oh
(You really got me) Yeah
(You really got me) Wow
(You really got me) Yeah, yeah, yeah, yeah
(You really got me, you really got me)

Please (Wait) Don't ever set me free
I only wanna be by your side
(You really got me)
You, you, you, you, you really got me now
You got me so I can't sleep at night


(Yeah) Yeah, you really got me now
You got me so I don't know what I'm doing
What I'm doing
(Yeah) Yeah, you really got me now
You got me so I can't sleep at night

(You really got me) Oh
(You really got me) Really got me, yeah
(You really got me) Really got me
(You really got me) Yeah
(You really got me) Oh
(You really got me) Really got me, yeah (Yeah!)
You know you really got me!",en,"Do you really got me? Boy, you really got me now You got me so I don't know what I'm doing Girl, you really got me going You got me so I can't sleep at night Oh yeah, you really got me now You got me so I don't know what I'm doing now (Oh yeah) you really got me now You got me so I can't sleep at night (You really got me) Yeah (You really got me) Really got me, yeah (You really got me) Really got me (You really got me) Oh yeah You do (Really got me) Please, don't ever set me free (Wait) I only wanna be by your side (You really got me) You, you, you, you, you really got me now You got me so I can't sleep at night (You really got me) Oh yeah, you really got me now You got me so I don't know what I'm doing What I'm doing! (Yeah) Yeah, you really got me now You got me so I can't sleep at night (You really got me) Oh (You really got me) Really got me, yeah (You really got me) Really got me (You really got me) Really got me Yeah, yeah, yeah, yeah ! (You really got me, you really got me) (You really got me) (You really got me) You do (Really got me) Boy (Really got me) Do ya, do-do ya, do you? (Oh yeah) you really got me now You got me so I can't sleep at night (You really got me) Oh (You really got me) Yeah (You really got me) Wow (You really got me) Yeah, yeah, yeah, yeah (You really got me, you really got me) Please (Wait) Don't ever set me free I only wanna be by your side (You really got me) You, you, you, you, you really got me now You got me so I can't sleep at night (Yeah) Yeah, you really got me now You got me so I don't know what I'm doing What I'm doing (Yeah) Yeah, you really got me now You got me so I can't sleep at night (You really got me) Oh (You really got me) Really got me, yeah (You really got me) Really got me (You really got me) Yeah (You really got me) Oh (You really got me) Really got me, yeah (Yeah!) You know you really got me!",0.997315227985382,2020.0,,
